Employee_ID,Age,Department,Job_Role,Education_Level,Marital_Status,Job_Tenure,Distance_From_Home,gender_cleaned,attrition,Exit_Interview_Score,TenureBucket,Performance_Rating,Last_Promotion_Year,Training_Hours,Work_Life_Balance,Job_Satisfaction,YearsSincePromotion,TrainingIntensity,LowSatisfaction,PoorWorkLifeBalance,AttritionFlag,GrowthIndex
37,46,Operations,Data Analyst,PhD,Divorced,12,35,non-binary,False,,Senior,1,2014,106,3,3,11,8.833333333333334,False,False,0,8.353846153846153
38,32,HR,Marketing Lead,PhD,Divorced,12,34,female,False,,Senior,1,2010,159,5,4,15,9.9375,False,False,0,12.43076923076923
39,26,Sales,Manager,Bachelor's,Divorced,6,32,female,False,,Senior,5,2016,18,4,3,9,1.8,False,False,0,3.5714285714285716
40,57,Finance,HR Specialist,Master's,Single,17,5,female,False,,Senior,2,2015,178,5,5,10,16.181818181818183,False,False,0,10.28888888888889
41,27,IT,Marketing Lead,Bachelor's,Married,20,34,female,False,,Senior,5,2020,195,1,1,5,32.5,True,True,0,10.285714285714286
42,43,Finance,Senior Developer,Bachelor's,Divorced,14,38,female,True,1.0,Senior,2,2023,48,3,4,2,16.0,False,False,1,3.6
43,60,HR,Manager,Bachelor's,Married,3,35,female,False,,Mid,1,2010,107,1,1,15,6.6875,True,True,0,26.95
44,52,IT,Data Analyst,Bachelor's,Divorced,4,46,female,False,,Mid,4,2010,176,3,1,15,11.0,True,False,0,36.0
45,23,Operations,HR Specialist,Master's,Married,5,42,male,False,,Senior,4,2014,30,1,4,11,2.5,False,True,0,5.8
46,49,Sales,Manager,PhD,Single,5,8,male,False,,Senior,4,2012,29,2,4,13,2.0714285714285716,False,True,0,5.633333333333333
47,32,Operations,HR Specialist,Master's,Divorced,7,49,female,False,,Senior,5,2015,67,4,4,10,6.090909090909091,False,False,0,9.375
48,60,Finance,Developer,Master's,Single,7,49,female,False,,Senior,3,2024,154,4,1,1,77.0,True,False,0,19.85
49,49,Marketing,Data Analyst,PhD,Divorced,18,14,female,False,,Senior,5,2014,138,3,3,11,11.5,False,False,0,8.263157894736842
50,32,HR,Data Analyst,PhD,Married,13,43,female,False,,Senior,5,2022,157,3,3,3,39.25,False,False,0,12.214285714285714
51,25,Finance,Data Analyst,PhD,Single,12,8,female,False,,Senior,3,2023,171,1,3,2,57.0,False,True,0,13.753846153846153
52,28,Operations,HR Specialist,Master's,Divorced,11,12,male,False,,Senior,2,2018,150,2,1,7,18.75,True,True,0,12.9
53,43,Marketing,HR Specialist,Bachelor's,Single,20,39,male,False,,Senior,4,2020,197,3,4,5,32.833333333333336,False,False,0,10.180952380952382
54,35,Finance,Senior Developer,Master's,Single,14,45,female,False,,Senior,2,2022,117,3,3,3,29.25,False,False,0,8.2
55,34,HR,Senior Developer,Bachelor's,Married,8,12,female,False,,Senior,3,2018,147,2,2,7,18.375,True,True,0,16.933333333333334
56,48,Finance,Senior Developer,Master's,Single,2,1,male,False,5.0,Junior,1,2012,197,4,1,13,14.071428571428571,True,False,0,65.86666666666667
57,57,IT,Marketing Lead,Bachelor's,Divorced,20,36,male,False,,Senior,5,2011,41,5,4,14,2.7333333333333334,False,False,0,2.9523809523809526
58,56,IT,Developer,PhD,Divorced,19,29,female,False,,Senior,4,2021,145,2,4,4,29.0,False,True,0,8.05
59,38,Marketing,Developer,Master's,Single,7,21,male,False,,Senior,2,2014,23,1,1,11,1.9166666666666667,True,True,0,3.275
60,40,Operations,HR Specialist,Master's,Single,18,8,female,False,,Senior,2,2012,165,4,3,13,11.785714285714286,False,False,0,9.08421052631579
61,41,IT,Senior Developer,Bachelor's,Divorced,10,3,male,False,,Senior,4,2021,130,5,3,4,26.0,False,False,0,12.618181818181819
62,37,Sales,Data Analyst,Bachelor's,Single,5,9,female,False,,Senior,5,2013,178,4,1,12,13.692307692307692,True,False,0,30.666666666666668
63,28,Sales,Data Analyst,Master's,Married,11,37,male,False,,Senior,1,2016,144,5,2,9,14.4,True,False,0,12.2
64,25,Finance,Developer,Master's,Married,8,14,male,False,,Senior,2,2019,143,5,2,6,20.428571428571427,True,False,0,16.288888888888888
65,47,Operations,Developer,PhD,Single,2,42,female,False,,Junior,4,2024,122,4,2,1,61.0,True,False,0,41.46666666666666
66,58,Sales,HR Specialist,Bachelor's,Divorced,9,11,male,False,,Senior,2,2011,91,4,5,14,6.066666666666666,False,False,0,9.5
67,57,Sales,HR Specialist,Bachelor's,Married,5,6,female,False,,Senior,5,2014,78,4,1,11,6.5,True,False,0,14.0
68,53,HR,Manager,Master's,Single,17,36,female,False,,Senior,5,2013,59,2,2,12,4.538461538461538,True,True,0,4.277777777777778
69,31,HR,Manager,Bachelor's,Single,19,17,female,False,,Senior,1,2010,157,3,5,15,9.8125,False,False,0,8.049999999999999
70,25,Sales,HR Specialist,Bachelor's,Single,16,49,male,False,,Senior,4,2017,85,3,2,8,9.444444444444445,True,False,0,5.8
71,45,HR,Manager,Bachelor's,Married,7,3,male,False,,Senior,4,2024,72,5,2,1,36.0,True,False,0,9.8
72,22,Sales,Developer,Bachelor's,Divorced,3,6,female,False,,Mid,3,2015,94,3,4,10,8.545454545454545,False,False,0,24.1
73,49,Marketing,HR Specialist,Bachelor's,Married,16,8,female,False,,Senior,4,2013,72,4,1,12,5.538461538461538,True,False,0,5.035294117647059
74,27,HR,HR Specialist,Bachelor's,Divorced,20,33,female,False,4.0,Senior,4,2022,102,4,1,3,25.5,True,False,0,5.657142857142857
75,40,Sales,Senior Developer,Bachelor's,Divorced,3,20,female,False,,Mid,2,2020,69,3,5,5,11.5,False,False,0,17.65
76,60,Sales,Developer,Master's,Single,6,24,male,False,,Senior,1,2020,126,1,2,5,21.0,True,True,0,18.2
77,52,Finance,Developer,Bachelor's,Divorced,17,35,male,False,,Senior,3,2016,90,2,3,9,9.0,False,True,0,5.6
78,34,Operations,Marketing Lead,PhD,Divorced,13,11,female,False,,Senior,4,2016,39,5,3,9,3.9,False,False,0,3.5857142857142854
79,28,Marketing,Marketing Lead,Master's,Divorced,17,28,female,False,4.0,Senior,2,2016,187,1,5,9,18.7,False,True,0,10.78888888888889
80,23,Operations,Senior Developer,Master's,Single,12,43,female,False,,Senior,3,2024,71,4,4,1,35.5,False,False,0,6.061538461538461
81,35,Marketing,Marketing Lead,Bachelor's,Married,16,1,male,True,3.0,Senior,1,2011,123,4,2,14,8.2,True,False,1,7.435294117647059
82,32,Finance,Manager,Bachelor's,Single,17,16,agender,False,,Senior,1,2024,197,3,4,1,98.5,False,False,0,11.144444444444444
83,40,Finance,HR Specialist,Bachelor's,Divorced,15,20,female,False,,Senior,1,2014,114,5,2,11,9.5,True,False,0,7.325
84,27,Operations,Data Analyst,Master's,Divorced,6,3,male,False,,Senior,3,2024,102,4,2,1,51.0,True,False,0,15.17142857142857
85,52,Finance,Manager,Master's,Single,11,34,female,False,,Senior,5,2014,30,5,5,11,2.5,False,False,0,3.5
86,29,IT,Developer,Bachelor's,Single,12,19,female,False,,Senior,3,2019,100,1,2,6,14.285714285714286,True,True,0,8.292307692307693
87,41,Sales,Marketing Lead,Master's,Divorced,17,43,male,False,,Senior,1,2014,153,2,2,11,12.75,True,True,0,8.7
88,47,IT,Data Analyst,PhD,Divorced,16,35,male,False,,Senior,2,2012,139,5,3,13,9.928571428571429,False,False,0,8.576470588235294
89,52,HR,Manager,Bachelor's,Divorced,16,29,female,False,,Senior,3,2019,29,2,1,6,4.142857142857143,True,True,0,2.3058823529411763
90,53,Finance,Developer,Master's,Single,16,9,female,False,,Senior,2,2016,102,3,2,9,10.2,True,False,0,6.4
91,38,Operations,Marketing Lead,Bachelor's,Single,9,37,female,False,4.0,Senior,5,2020,177,5,1,5,29.5,True,False,0,18.7
92,27,Sales,HR Specialist,Bachelor's,Married,19,32,male,False,,Senior,1,2024,133,5,4,1,66.5,False,False,0,6.8500000000000005
93,56,Sales,HR Specialist,PhD,Divorced,13,45,male,True,1.0,Senior,1,2015,164,2,2,10,14.909090909090908,True,True,1,11.914285714285713
94,46,HR,Marketing Lead,PhD,Married,19,21,male,False,,Senior,2,2022,68,5,3,3,17.0,False,False,0,3.8
95,33,Operations,HR Specialist,Bachelor's,Single,2,34,female,False,,Junior,5,2019,124,2,4,6,17.714285714285715,False,True,0,42.333333333333336
96,45,Marketing,Senior Developer,PhD,Divorced,7,23,female,False,,Senior,1,2012,117,2,3,13,8.357142857142858,False,True,0,14.825
97,46,Sales,Marketing Lead,Master's,Divorced,8,39,male,True,4.0,Senior,3,2020,68,3,3,5,11.333333333333334,False,False,1,8.155555555555555
97,46,Sales,Marketing Lead,Master's,Divorced,8,39,male,True,2.0,Senior,3,2020,68,3,3,5,11.333333333333334,False,False,1,8.155555555555555
98,45,Marketing,Senior Developer,Bachelor's,Married,7,35,female,False,,Senior,2,2022,155,1,5,3,38.75,False,True,0,19.775
99,33,Operations,Marketing Lead,Bachelor's,Divorced,15,33,male,True,1.0,Senior,5,2013,42,1,3,12,3.230769230769231,False,True,1,3.625
100,50,Sales,Senior Developer,Master's,Single,8,14,female,False,,Senior,2,2014,147,3,1,11,12.25,True,False,0,16.73333333333333
101,24,IT,HR Specialist,Master's,Married,13,45,male,False,,Senior,1,2012,72,2,1,13,5.142857142857143,True,True,0,5.342857142857143
102,38,Finance,HR Specialist,PhD,Married,7,7,male,False,,Senior,2,2016,114,3,3,9,11.4,False,False,0,14.65
103,50,Operations,Manager,Master's,Married,10,43,female,False,,Senior,3,2018,182,4,1,7,22.75,True,False,0,17.145454545454548
104,51,Marketing,Developer,Bachelor's,Married,14,3,male,False,,Senior,1,2013,159,4,4,12,12.23076923076923,False,False,0,10.799999999999999
105,38,IT,Senior Developer,PhD,Divorced,13,16,female,False,,Senior,5,2014,180,2,1,11,15.0,True,True,0,13.857142857142858
106,36,Operations,Data Analyst,Master's,Single,19,3,female,False,,Senior,5,2014,45,4,2,11,3.75,True,False,0,3.25
107,39,Sales,Marketing Lead,Bachelor's,Married,6,13,female,False,,Senior,1,2011,165,1,4,14,11.0,False,True,0,23.771428571428572
108,58,Finance,HR Specialist,PhD,Single,12,10,male,False,,Senior,5,2014,76,2,1,11,6.333333333333333,True,True,0,6.846153846153846
109,25,IT,HR Specialist,Bachelor's,Single,9,20,female,False,,Senior,4,2019,83,2,5,6,11.857142857142858,False,True,0,9.100000000000001
110,31,Finance,Marketing Lead,Bachelor's,Single,18,14,female,False,,Senior,1,2024,97,2,4,1,48.5,False,True,0,5.305263157894737
111,28,Sales,Developer,Bachelor's,Married,3,9,female,False,,Mid,1,2020,90,3,5,5,15.0,False,False,0,22.7
112,27,Operations,Marketing Lead,Master's,Married,5,39,male,False,,Senior,3,2017,40,3,5,8,4.444444444444445,False,False,0,7.266666666666667
113,44,Sales,Data Analyst,Bachelor's,Divorced,3,36,female,False,,Mid,1,2018,30,1,2,7,3.75,True,True,0,7.7
114,56,IT,Senior Developer,PhD,Married,10,14,female,False,,Senior,3,2012,114,2,2,13,8.142857142857142,True,True,0,10.963636363636363
115,48,Sales,Senior Developer,Bachelor's,Married,15,38,male,False,,Senior,1,2016,117,2,1,9,11.7,True,True,0,7.5125
116,59,HR,Data Analyst,PhD,Single,17,23,female,True,2.0,Senior,3,2022,139,2,1,3,34.75,True,True,1,8.322222222222223
117,36,Finance,Data Analyst,Master's,Single,12,18,female,False,,Senior,3,2024,47,4,3,1,23.5,False,False,0,4.2153846153846155
118,57,Sales,Manager,Bachelor's,Single,8,9,male,False,,Senior,4,2023,157,1,2,2,52.333333333333336,True,True,0,18.244444444444444
119,25,Sales,Data Analyst,Master's,Divorced,19,47,female,False,,Senior,5,2016,136,2,1,9,13.6,True,True,0,7.8
120,46,Operations,Data Analyst,Bachelor's,Married,2,40,male,False,,Junior,2,2011,171,2,4,14,11.4,False,True,0,57.4
121,55,HR,Marketing Lead,Bachelor's,Married,15,28,female,False,,Senior,3,2012,60,5,1,13,4.285714285714286,True,False,0,4.35
122,48,Finance,HR Specialist,Bachelor's,Divorced,17,5,male,False,,Senior,4,2018,56,3,1,7,7.0,True,False,0,3.9111111111111114
123,56,Marketing,Manager,Master's,Married,20,36,female,False,,Senior,3,2017,126,1,4,8,14.0,False,True,0,6.6
124,52,HR,Marketing Lead,Bachelor's,Married,11,17,female,False,,Senior,2,2021,13,4,4,4,2.6,False,False,0,1.4833333333333334
125,58,HR,Marketing Lead,Bachelor's,Single,14,17,female,False,,Senior,1,2015,52,2,4,10,4.7272727272727275,False,True,0,3.666666666666667
126,37,Finance,HR Specialist,Bachelor's,Single,15,25,female,False,,Senior,3,2018,40,3,5,7,5.0,False,False,0,3.1
127,52,Operations,Developer,PhD,Married,15,42,female,False,,Senior,4,2024,117,1,4,1,58.5,False,True,0,8.1125
128,41,HR,Marketing Lead,Bachelor's,Divorced,14,11,female,False,,Senior,5,2020,77,4,2,5,12.833333333333334,True,False,0,6.133333333333334
129,27,Finance,Manager,PhD,Married,14,26,male,False,4.0,Senior,1,2021,151,5,5,4,30.2,False,False,0,10.266666666666666
129,27,Finance,Manager,PhD,Married,14,26,male,False,5.0,Senior,1,2021,151,5,5,4,30.2,False,False,0,10.266666666666666
130,47,Operations,HR Specialist,Bachelor's,Married,12,30,female,False,,Senior,5,2015,192,4,1,10,17.454545454545453,True,False,0,15.76923076923077
131,24,HR,Senior Developer,PhD,Divorced,16,6,female,False,,Senior,2,2017,130,2,3,8,14.444444444444445,False,True,0,8.047058823529412
132,54,Finance,Developer,Master's,Married,11,17,male,False,,Senior,1,2015,200,4,4,10,18.181818181818183,False,False,0,16.866666666666667
133,58,Operations,HR Specialist,Bachelor's,Single,9,44,male,False,,Senior,5,2016,35,4,4,9,3.5,False,False,0,4.5
134,55,Finance,Manager,Master's,Single,13,28,male,False,5.0,Senior,4,2017,42,4,3,8,4.666666666666667,False,False,0,3.8
135,58,Marketing,Marketing Lead,PhD,Single,1,45,female,False,,Junior,4,2016,18,2,2,9,1.8,True,True,0,9.8
136,31,Operations,Manager,Bachelor's,Single,6,10,female,False,,Senior,5,2016,120,1,3,9,12.0,False,True,0,18.142857142857142
137,29,Sales,Data Analyst,PhD,Married,15,35,female,False,,Senior,1,2017,16,4,5,8,1.7777777777777777,False,False,0,1.2
138,50,Operations,Marketing Lead,Master's,Divorced,8,14,genderqueer,False,,Senior,3,2010,186,2,3,15,11.625,False,True,0,21.26666666666667
139,33,Finance,HR Specialist,PhD,Single,9,5,female,False,,Senior,2,2024,52,3,5,1,26.0,False,False,0,5.6000000000000005
140,32,IT,Developer,Master's,Married,3,41,male,False,,Mid,2,2018,28,2,1,7,3.5,True,True,0,7.4
141,35,Operations,HR Specialist,Bachelor's,Divorced,12,47,male,False,,Senior,4,2010,43,4,4,15,2.6875,False,False,0,4.107692307692307
142,34,Marketing,Data Analyst,Master's,Divorced,3,18,female,False,,Mid,1,2022,141,3,4,3,35.25,False,False,0,35.45
143,30,Operations,Data Analyst,Master's,Divorced,10,41,polygender,False,,Senior,1,2016,145,3,5,9,14.5,False,False,0,13.381818181818181
144,24,Operations,Manager,Master's,Divorced,17,45,female,False,,Senior,2,2011,109,4,2,14,7.266666666666667,True,False,0,6.455555555555556
145,49,Marketing,Manager,Master's,Married,17,42,female,False,,Senior,2,2022,118,5,2,3,29.5,True,False,0,6.955555555555556
146,27,Sales,Senior Developer,PhD,Divorced,18,13,male,False,,Senior,2,2012,100,4,2,13,7.142857142857143,True,False,0,5.663157894736843
147,49,HR,Senior Developer,Bachelor's,Married,3,46,male,False,,Mid,2,2019,42,5,5,6,6.0,False,False,0,10.9
148,34,HR,Marketing Lead,Bachelor's,Single,9,24,male,False,,Senior,5,2024,112,1,2,1,56.0,True,True,0,12.2
149,31,Finance,Data Analyst,PhD,Single,8,37,male,False,,Senior,5,2014,188,3,2,11,15.666666666666666,True,False,0,21.88888888888889
150,60,Marketing,Manager,PhD,Married,4,43,female,False,,Mid,5,2022,152,4,2,3,38.0,True,False,0,31.4
151,38,Finance,Senior Developer,PhD,Married,4,42,female,False,,Mid,5,2013,71,5,1,12,5.461538461538462,True,False,0,15.2
152,42,IT,Data Analyst,Master's,Divorced,3,33,female,False,,Mid,3,2019,192,1,1,6,27.428571428571427,True,True,0,48.6
153,26,Operations,Senior Developer,Bachelor's,Divorced,12,39,female,False,,Senior,4,2018,85,2,4,7,10.625,False,True,0,7.338461538461538
154,27,HR,HR Specialist,PhD,Married,2,11,female,False,,Junior,2,2015,40,5,3,10,3.6363636363636362,False,False,0,13.733333333333334
155,46,Finance,Marketing Lead,PhD,Divorced,18,27,female,False,,Senior,3,2012,96,2,5,13,6.857142857142857,False,True,0,5.652631578947368
156,57,Finance,Developer,Bachelor's,Married,7,10,female,False,,Senior,3,2019,96,2,1,6,13.714285714285714,True,True,0,12.6
157,47,Marketing,HR Specialist,Bachelor's,Divorced,11,21,genderfluid,False,,Senior,3,2018,161,3,2,7,20.125,True,False,0,14.016666666666666
158,57,IT,Marketing Lead,Bachelor's,Married,7,28,female,False,,Senior,5,2024,165,3,2,1,82.5,True,False,0,21.625
159,42,IT,Marketing Lead,Bachelor's,Married,11,25,female,False,,Senior,4,2019,167,3,3,6,23.857142857142858,False,False,0,14.716666666666667
160,39,Finance,HR Specialist,Master's,Divorced,9,2,female,False,,Senior,1,2024,37,5,2,1,18.5,True,False,0,3.9000000000000004
161,55,IT,Senior Developer,PhD,Married,10,39,male,False,,Senior,4,2014,194,1,3,11,16.166666666666668,False,True,0,18.436363636363637
162,51,IT,Senior Developer,Master's,Married,9,16,male,False,,Senior,2,2010,21,5,3,15,1.3125,False,False,0,2.5
163,22,Marketing,Data Analyst,Bachelor's,Single,7,5,female,False,,Senior,2,2022,28,5,4,3,7.0,False,False,0,3.9
164,59,Operations,Developer,PhD,Married,20,18,female,False,,Senior,5,2023,199,4,5,2,66.33333333333333,False,False,0,10.476190476190476
165,55,Marketing,Developer,Bachelor's,Divorced,5,8,female,False,,Senior,5,2016,100,1,5,9,10.0,False,True,0,17.666666666666668
166,48,Operations,Marketing Lead,Bachelor's,Single,18,35,female,False,,Senior,1,2012,124,2,5,13,8.857142857142858,False,True,0,6.726315789473684
167,29,IT,Data Analyst,PhD,Divorced,9,8,male,False,,Senior,2,2016,114,2,5,9,11.4,False,True,0,11.8
168,48,Finance,Developer,Master's,Single,1,44,female,False,,Junior,5,2020,171,4,3,5,28.5,False,False,0,86.5
169,31,HR,HR Specialist,PhD,Divorced,10,36,female,False,,Senior,4,2010,125,2,2,15,7.8125,True,True,0,12.163636363636364
170,31,Finance,Data Analyst,Bachelor's,Single,10,27,male,False,,Senior,1,2017,199,1,3,8,22.11111111111111,False,True,0,18.29090909090909
171,58,Finance,Developer,PhD,Divorced,12,5,male,False,,Senior,1,2022,121,2,4,3,30.25,False,True,0,9.507692307692308
172,59,HR,Manager,Bachelor's,Married,13,22,female,False,,Senior,2,2022,84,3,3,3,21.0,False,False,0,6.4
173,59,Marketing,Marketing Lead,Bachelor's,Married,13,41,male,False,,Senior,3,2023,132,4,2,2,44.0,True,False,0,10.028571428571428
174,28,Finance,Manager,Bachelor's,Divorced,19,6,female,False,,Senior,5,2018,189,1,5,7,23.625,False,True,0,10.45
175,28,Operations,Marketing Lead,PhD,Single,1,24,female,False,,Junior,1,2017,44,3,1,8,4.888888888888889,True,False,0,22.2
176,58,IT,Marketing Lead,Master's,Single,16,22,female,False,,Senior,4,2023,197,4,4,2,65.66666666666667,False,False,0,12.388235294117647
177,28,IT,HR Specialist,PhD,Married,17,50,male,False,,Senior,1,2010,56,2,1,15,3.5,True,True,0,3.3111111111111113
178,40,Marketing,Senior Developer,Bachelor's,Married,5,18,female,False,,Senior,4,2011,195,4,2,14,13.0,True,False,0,33.3
179,56,Marketing,Developer,Master's,Married,13,10,female,False,,Senior,3,2010,160,2,2,15,10.0,True,True,0,12.028571428571428
180,44,Marketing,Manager,Master's,Single,8,15,female,False,,Senior,2,2014,140,3,1,11,11.666666666666666,True,False,0,15.955555555555556
181,48,Sales,Developer,PhD,Single,8,18,genderfluid,False,,Senior,3,2023,31,3,2,2,10.333333333333334,True,False,0,4.044444444444444
182,38,Operations,Marketing Lead,PhD,Married,7,1,male,False,4.0,Senior,2,2020,48,4,1,5,8.0,True,False,0,6.4
183,46,Sales,Manager,Bachelor's,Married,16,7,female,False,,Senior,1,2011,11,4,2,14,0.7333333333333333,True,False,0,0.8470588235294119
184,53,IT,Manager,Bachelor's,Single,8,25,female,False,,Senior,3,2015,161,1,2,10,14.636363636363637,True,True,0,18.48888888888889
185,58,Finance,Data Analyst,Bachelor's,Single,17,15,male,False,,Senior,5,2019,161,3,4,6,23.0,False,False,0,9.944444444444445
186,60,Sales,Marketing Lead,Bachelor's,Single,19,25,female,False,,Senior,3,2011,104,4,3,14,6.933333333333334,False,False,0,5.8
187,52,Finance,Developer,Master's,Divorced,18,7,female,False,,Senior,3,2023,182,2,1,2,60.666666666666664,True,True,0,10.178947368421053
188,24,HR,Manager,Master's,Married,15,8,male,False,,Senior,1,2014,176,2,5,11,14.666666666666666,False,True,0,11.2
189,33,IT,Developer,PhD,Married,15,12,male,False,,Senior,1,2019,126,4,4,6,18.0,False,False,0,8.075
190,39,Sales,Manager,Bachelor's,Single,11,34,male,False,,Senior,2,2017,107,5,4,8,11.88888888888889,False,False,0,9.316666666666666
191,47,IT,Senior Developer,Master's,Single,3,47,male,False,,Mid,4,2021,92,1,3,4,18.4,False,True,0,23.8
192,31,HR,HR Specialist,PhD,Divorced,11,20,genderqueer,False,,Senior,3,2015,122,4,2,10,11.090909090909092,True,False,0,10.766666666666666
193,60,HR,Data Analyst,Bachelor's,Single,7,38,male,False,,Senior,4,2023,55,1,5,2,18.333333333333332,False,True,0,7.675
194,47,IT,Marketing Lead,PhD,Single,14,32,female,False,,Senior,3,2010,140,3,4,15,8.75,False,False,0,9.933333333333334
195,24,Sales,HR Specialist,Bachelor's,Divorced,14,7,male,False,,Senior,4,2011,194,1,4,14,12.933333333333334,False,True,0,13.733333333333334
196,47,Operations,Data Analyst,Bachelor's,Divorced,7,34,male,False,,Senior,2,2021,160,4,2,4,32.0,True,False,0,20.4
197,43,IT,Developer,Bachelor's,Married,15,23,male,False,,Senior,1,2019,81,1,4,6,11.571428571428571,False,True,0,5.2625
198,37,Finance,Data Analyst,Master's,Married,15,45,female,False,,Senior,5,2020,34,2,5,5,5.666666666666667,False,True,0,3.125
199,25,Finance,HR Specialist,PhD,Divorced,18,37,female,False,,Senior,4,2018,69,3,3,7,8.625,False,False,0,4.431578947368421
